standardName,state,year,month,period,main,costCenterMain,costCenterMainDesc,name1,name3,name5,obj1,obj2,obj3,obj4,obj6,name5desc,obj4desc,obj6desc,gfs2,gfs3,gfs4,gfs2desc,gfs3desc,gfs4Desc,originalBudget,totalBudget,actual
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,111,1111,111101,,,,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,3198462.5,3198462.5,4366.5
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,111,1111,111102,,,,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,1000000,1000000,14355.52
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,111,1112,111201,,,,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,500000,500000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,111,1112,111204,,,,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,50000,50000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114107,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,4800000,4800000,399985
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114108,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,800000,800000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114109,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,500000,500000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114110,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,300000,300000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114111,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114114,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1141,114118,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1149,114901,,,,11,114,1142,Taxes,Taxes on goods & services,Excise taxes,,,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,114,1149,114902,,,,11,114,1142,Taxes,Taxes on goods & services,Excise taxes,,,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115101,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2995376.492,2995376.492,782865.47
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115102,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3865001.925,3865001.925,19619
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115103,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,4444752.214,4444752.214,370902.9
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115104,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2125751.059,2125751.059,228149.73
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115106,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,80486
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115108,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2898751.444,2898751.444,291201.86
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115109,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3092001.54,3092001.54,180119
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115110,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115111,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2898751.444,2898751.444,200841.29
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115112,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3285251.636,3285251.636,130578.41
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115113,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2029126.011,2029126.011,219306.99
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115114,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115115,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2319001.155,2319001.155,14160
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115116,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,128923.1
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115117,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3691076.838,3691076.838,4870.26
